n,date,domain,lang,title,url,article_kind,primary_voice,voice_name,voice_affiliation,stance,claim_strength,predicted_scope,timeframe,stated_probability,p_full,brier,score,side,key_quote,key_quote_en,summary,quote_verified,text_source,snapshot
154,2022-02-03,cnn.com,en,Five things Putin could do to Ukraine that don't involve outright invasion,https://cnn.com/2022/02/03/europe/putin-ukraine-options-intl-cmd,analysis,author,CNN analysis team (byline not specified in excerpt),CNN,0.15,0.4,unclear,weeks; by early February,,0.575,0.181,82,uncertain,"Russia's critics and advocates alike agree that a full-scale invasion – of the depth and pace the Biden administration seem convinced is going to happen – could be catastrophic. So, what else could Putin do?","Russia's critics and advocates alike agree that a full-scale invasion – of the depth and pace the Biden administration seem convinced is going to happen – could be catastrophic. So, what else could Putin do?","CNN analysis suggests Putin has multiple alternatives to full-scale invasion (doing nothing, limited recognition of separatists, leaving troops in Belarus, or unexpected moves), implying full invasion is not inevitable despite White House warnings, though the article acknowledges Biden administration conviction that it will happen.",True,live,
155,2022-02-03,warontherocks.com,en,how would the american public respond to a russian invasion of ukraine,https://warontherocks.com/2022/02/how-would-the-american-public-respond-to-a-russian-invasion-of-ukraine,analysis,poll,"Multiple polling organizations (Chicago Council on Global Affairs, Gallup, Pew, Economist-YouGov, YouGov-Charles Koch Institute)",Various polling firms and think tanks,0,0.3,unclear,unspecified,,0.5,0.25,75,uncertain,"President Joe Biden has said that Russia would experience 'enormous consequences' if it invaded Ukraine, but that he has 'no intention' of moving military forces into the country. Opinion polls suggest this might be more or less what the American people want.","President Joe Biden has said that Russia would experience 'enormous consequences' if it invaded Ukraine, but that he has 'no intention' of moving military forces into the country. Opinion polls suggest this might be more or less what the American people want.","Multiple polling organizations report divided American public opinion on whether the U.S. should respond militarily to a hypothetical Russian invasion of Ukraine, with support ranging from 27% to 50% depending on question framing, but the article does not itself predict whether Russia will invade.",True,live,
156,2022-02-03,theconversation.com,en,US troops head to Eastern Europe: 4 essential reads on the Ukraine crisis,https://theconversation.com/us-troops-head-to-eastern-europe-4-essential-reads-on-the-ukraine-crisis-175412,analysis,mixed,"Multiple experts (Feinstein, Budjeryn, Kocho-Williams, Hooper, Allen, Martinez Machain, Flynn)","Indiana University, Harvard Kennedy School, Clarkson University, College of the Holy Cross, Boise State University, Kansas State University",0.55,0.5,full_scale,unspecified,,0.775,0.051,95,invasion,"The question is whether the U.S. troop buildup in Eastern Europe will succeed where international agreements have failed; will it deter Putin from transgressing Ukraine's border? In 2014, Russia annexed the Crimean peninsula.","The question is whether the U.S. troop buildup in Eastern Europe will succeed where international agreements have failed; will it deter Putin from transgressing Ukraine's border? In 2014, Russia annexed the Crimean peninsula.","Multiple academic experts assess that while deterrence and diplomacy matter, Russia's decision to invade Ukraine remains uncertain; the article frames invasion as a real possibility but not inevitable, with emphasis on deterrence effectiveness being the open question.",True,live,
157,2022-02-04,nationalinterest.org,en,Why Biden Should Give Diplomacy With Russia a Chance,https://nationalinterest.org/feature/why-biden-should-give-diplomacy-russia-chance-200390,opinion,author,Dmitry Adamsky (implied by byline context; article discusses Moscow conversations),National Interest / academic/policy analyst,-0.7,0.75,limited_donbas,"unspecified, but 'soon, perhaps this month' dismissed as unlikely",,0.15,0.722,28,no_invasion,"The suggestion that Moscow will proceed with a massive, unprovoked attack—with Russian tank columns driving straight into Ukraine's Javelin-strengthened defenses—and that it will happen soon, perhaps this month, is questionable at best.","The suggestion that Moscow will proceed with a massive, unprovoked attack—with Russian tank columns driving straight into Ukraine's Javelin-strengthened defenses—and that it will happen soon, perhaps this month, is questionable at best.","The author argues that a full-scale Russian invasion of Ukraine is unlikely and based on Western misreading of Putin's strategy; Russia is more likely to wait for a Ukrainian provocation or escalate in Donbas in response to NATO arms transfers, rather than launch an unprovoked all-out attack.",True,wayback,20220204224932
158,2022-02-04,pbs.org,en,"Biden's national security adviser on U.S. commando raid in Syria, tensions with Russia",https://pbs.org/newshour/show/biden-national-security-official-on-isis-commando-raid-in-syria-tensions-with-russia,interview,official_western,Jonathan Finer,White House / Biden Administration,0.75,0.8,full_scale,unspecified,,0.875,0.016,98,invasion,"whatever Russian officials are saying in public about their intentions, we have to take that with a grain of salt because of what we're actually seeing with our own eyes... that is why the United States is being so explicit about the cost that Russia will face if it chooses to launch another military invasion of Ukraine","whatever Russian officials are saying in public about their intentions, we have to take that with a grain of salt because of what we're actually seeing with our own eyes... that is why the United States is being so explicit about the cost that Russia will face if it chooses to launch another military invasion of Ukraine","Jonathan Finer, Biden's deputy national security adviser, assesses that Russia is seriously preparing for military invasion of Ukraine based on 100,000+ troops massed on the border and in Belarus, and warns of severe sanctions if Russia chooses military action over diplomacy.",True,live,
159,2022-02-07,mk.ru,ru,Экс-министр обороны Украины усомнился в полномасштабном «вторжении» России,https://mk.ru/politics/2022/02/07/eksministr-oborony-ukrainy-usomnilsya-v-polnomasshtabnom-vtorzhenii-rossii.html,news,official_ukrainian,Andrey Zahorodnyuk,Former Ukrainian Minister of Defence,-0.6,0.7,full_scale,unspecified,,0.2,0.64,36,no_invasion,"В настоящий момент на границе не наблюдается тех 200 тысяч военных, которые нужны для полномасштабного вторжения... я не верю в неизбежность российского вторжения","Currently, the 200,000 troops needed for a full-scale invasion are not observed at the border... I do not believe in the inevitability of a Russian invasion","Former Ukrainian Defence Minister Zahorodnyuk doubts Russia will launch a full-scale invasion, citing insufficient troop numbers (200,000 needed), though he acknowledges Russia could capture individual cities; current Ukrainian Defence Minister Reznik assesses escalation probability as low, while US media reports Russia has ~70% of required combat power.",True,live,
160,2022-02-07,ukrinform.net,en,Likelihood of major escalation by Russia assessed as low – Ukraine's defense chief,https://ukrinform.net/rubric-defense/3398882-likelihood-of-major-escalation-by-russia-assessed-as-low-ukraines-defense-chief.html,news,official_ukrainian,Oleksii Reznikov,Ukraine Defense Ministry,-0.7,0.75,none,unspecified,,0.15,0.722,28,no_invasion,"Today, the likelihood of significant escalation is still low. In a few days, the active phase of the Russian-Belarusian exercises will kick off, which will last until February 20.","Today, the likelihood of significant escalation is still low. In a few days, the active phase of the Russian-Belarusian exercises will kick off, which will last until February 20.","Ukraine's Defense Minister Reznikov assesses the likelihood of major Russian escalation as low as of 2022-02-07, attributing current military movements to scheduled exercises through February 20.",False,live,
161,2022-02-07,kyivpost.com,en,Ukraine Invasion Not Only Scenario For Russia – Biden Adviser - KyivPost,https://kyivpost.com/world/ukraine-invasion-not-only-scenario-for-russia-biden-adviser.html,news,official_western,Jake Sullivan,"White House, US National Security Adviser",0.3,0.6,unclear,unspecified,,0.65,0.122,88,invasion,"Russia's actions towards Ukraine could take many forms, including the possibility of 'annexing Ukraine's Donbas region,' 'hybrid actions,' including cyberattacks and political destabilization, or a full-scale invasion.","Russia's actions towards Ukraine could take many forms, including the possibility of 'annexing Ukraine's Donbas region,' 'hybrid actions,' including cyberattacks and political destabilization, or a full-scale invasion.","US National Security Adviser Jake Sullivan acknowledges multiple possible Russian scenarios against Ukraine—from Donbas annexation to hybrid operations to full-scale invasion—without assigning clear probability to any, while noting Russia has concentrated forces capable of significant military action.",True,live,
162,2022-02-07,scmp.com,en,Russian invasion of Ukraine could send the battered global economy into recession,https://scmp.com/comment/opinion/article/3166071/russian-invasion-ukraine-could-send-battered-global-economy,opinion,author,David Brown,New View Economics,0.3,0.5,full_scale,unspecified,,0.65,0.122,88,invasion,"While the chances of a major Russian invasion of Ukraine are low, the risk of another annexation of sovereign territory, as happened in Crimea, should not be underestimated.","While the chances of a major Russian invasion of Ukraine are low, the risk of another annexation of sovereign territory, as happened in Crimea, should not be underestimated.","David Brown (New View Economics) assesses that while chances of a major Russian invasion are low, the risk should not be underestimated, and such an invasion could trigger global recession.",True,live,
163,2022-02-08,unian.ua,uk,"Резніков пояснив, чому Росія не нападе на Україну найближчими днями",https://unian.ua/war/reznikov-poyasniv-chomu-rosiya-ne-napade-na-ukrajinu-nayblizhchimi-dnyami-novini-donbasu-11696872.html,news,official_ukrainian,Oleksiy Reznikov,Ministry of Defence of Ukraine,-0.7,0.75,full_scale,days to weeks,,0.15,0.722,28,no_invasion,На сьогодні Росія не сформувала ударне угрупування для вторгнення в Україну... ризик нападу Росії на Україну є низьким... для цього їм знадобиться до місяця,Today Russia has not formed a strike grouping for invasion of Ukraine... the risk of Russian attack on Ukraine is low... it will take them up to a month for this,"Ukrainian Defence Minister Reznikov assesses that Russia will not attack Ukraine in the coming days because it has not yet formed a strike grouping, though he acknowledges serious threat and estimates Russia could prepare one within a month; Western intelligence sources cited suggest Russia is near completion of invasion preparations.",True,wayback,20220208055302
164,2022-02-08,rusi.org,en,ukrainian air defence options event russian attack,https://rusi.org/explore-our-research/publications/commentary/ukrainian-air-defence-options-event-russian-attack,analysis,author,Justin Bronk,RUSI (Royal United Services Institute),0.7,0.75,full_scale,unspecified,,0.85,0.023,98,invasion,In the event of a Russian invasion or strike campaign... Ukraine has few good air defence options in a direct confrontation with Russian forces. The best strategy is likely to be to forgo challenging Russian freedom of action in the air over the frontlines.,In the event of a Russian invasion or strike campaign... Ukraine has few good air defence options in a direct confrontation with Russian forces. The best strategy is likely to be to forgo challenging Russian freedom of action in the air over the frontlines.,"Justin Bronk (RUSI) analyzes Ukrainian air defence capabilities in the event of a Russian invasion, treating it as a plausible scenario and detailing how Ukraine would likely respond tactically, implying significant likelihood of Russian military action.",False,live,
165,2022-02-09,reuters.com,en,アングル：強気のプーチン氏、ウクライナで落としどころ模索か,https://jp.reuters.com/article/kraine-putin-analysis-idJPKBN2KE0A6,analysis,analyst,Andrey Kortunov and Fyodor Lukyanov,Russian International Affairs Council; Russia in Global Affairs,-0.35,0.5,unclear,unspecified,,0.325,0.456,54,no_invasion,プーチン氏が長時間にわたるマクロン大統領との会談後に行った深夜の発言を聞いて、交渉に臨みたいという真剣な意志が表れていると指摘する。「敵に説教だけして門戸を閉ざしたいのなら、敵と７時間も話したりしないだろう」,"After hearing Putin's late-night remarks following his lengthy talks with President Macron, analysts point to a serious willingness to engage in negotiations. 'If he only wanted to lecture the enemy and close the door, he would not talk with them for 7 hours.'","Russian analysts Kortunov and Lukyanov suggest Putin is seeking negotiated compromise rather than imminent invasion, citing his extended talks with Macron and openness to dialogue, though the US government assessed attack could come within days or weeks.",False,wayback,20220209062827
166,2022-02-09,france24.com,en,"""Nouvel arsenal"" russe, fausse invasion : les intox alarmistes sur la crise ukrainienne",https://observers.france24.com/fr/europe/20220208-nouvel-arsenal-russe-fausse-invasion-les-intox-alarmistes-de-la-crise-ukrainienne,news,mixed,France24 fact-checkers; US intelligence; Russian government,France24; US intelligence community; Russian government,0.1,0.4,full_scale,unspecified / imminent,,0.55,0.202,80,uncertain,"Ce mardi 8 février, aucune offensive russe de grande ampleur sur le territoire ukrainien n'a pour l'instant été rapportée. Le 2 février, la Russie a démenti préparer une offensive... Le 6 février, les renseignements américains ont pour leur part estimé que la Russie se préparait à une invasion à grande échelle du pays.","On Tuesday, February 8, no large-scale Russian offensive on Ukrainian territory has been reported so far. On February 2, Russia denied preparing an offensive... On February 6, US intelligence for its part estimated that Russia was preparing a large-scale invasion of the country.","The article debunks viral misinformation about an imminent Russian invasion while reporting that US intelligence assesses Russia is preparing large-scale invasion, but Russia denies this; no invasion has occurred as of February 8.",True,wayback,20220209150852
167,2022-02-10,dw.com,en,Has weeklong diplomacy made war in Ukraine any less likely? | Europe | News and current affairs from around the continent | DW,https://dw.com/en/has-weeklong-diplomacy-made-war-in-ukraine-any-less-likely/a-60734333,analysis,author,DW Editorial,Deutsche Welle,0.55,0.4,full_scale,unspecified,,0.775,0.051,95,invasion,"As long as foreign leaders are in Kyiv for talks, Putin can't possibly launch an invasion, ordinary Ukrainians will tell you, a sentiment often delivered with a hopeful smile.","As long as foreign leaders are in Kyiv for talks, Putin can't possibly launch an invasion, ordinary Ukrainians will tell you, a sentiment often delivered with a hopeful smile.","DW analysis presents a mixed picture: Ukrainian civilians express hope that ongoing diplomacy prevents invasion, but the author notes diplomatic efforts appear desperate and ineffectual, with Western divisions and Russian intransigence suggesting conflict remains possible.",True,live,
168,2022-02-10,haaretz.com,en,The 'Ten Plagues' facing Israel if Russia invades Ukraine - Israel News,https://haaretz.com/israel-news/israel-russia-ukraine-invasion-ten-plagues-1.10599376,analysis,author,Shimon Briman,"Haaretz (freelance journalist, historian)",0.65,0.7,full_scale,unspecified,,0.825,0.031,97,invasion,"All these 'ten plagues' could happen if Russia decides on a large-scale invasion of Ukraine. Therefore, Israel should pray for the stability of its quiet but critical partner.","All these 'ten plagues' could happen if Russia decides on a large-scale invasion of Ukraine. Therefore, Israel should pray for the stability of its quiet but critical partner.","Shimon Briman argues that a large-scale Russian invasion of Ukraine is a serious possibility with severe consequences for Israel across food security, construction materials, tech outsourcing, and regional stability.",True,live,
169,2022-02-10,politico.eu,en,A post-Cold War perspective on the Ukraine crisis,https://politico.eu/article/post-cold-war-perspective-ukraine-russia-crisis,opinion,author,Bruce Stokes,German Marshall Fund of the United States,0.6,0.5,unclear,unspecified,,0.8,0.04,96,invasion,"The threat that Russia might seize territory from another European nation used to be a purely 20th-century nightmare — but not anymore. The deepening crisis surrounding Ukraine now confronts the next generation of European political leaders with some of the same dark choices that bedeviled their elders, as well as the prospect of a major war in their neighborhood for the first time in their adult lives.","The threat that Russia might seize territory from another European nation used to be a purely 20th-century nightmare — but not anymore. The deepening crisis surrounding Ukraine now confronts the next generation of European political leaders with some of the same dark choices that bedeviled their elders, as well as the prospect of a major war in their neighborhood for the first time in their adult lives.","Bruce Stokes (GMF) frames the Ukraine crisis as presenting a real prospect of major war and Russian territorial seizure in Europe, moving beyond Cold War-era concerns to contemporary threats.",True,live,
170,2022-02-11,svoboda.org,ru,"""Сейчас он не выигрывает"". Эксперты – о том, нападет ли Путин",https://svoboda.org/a/napadet-li-putin-eksperty/31699624.html,analysis,mixed,Eugene Chosovskiy and Timothy Ash,Newlines Institute / Stratfor; BlueBay Asset Management,0.15,0.6,limited_strikes_or_partial,unspecified,,0.45,0.303,70,uncertain,"Я не хочу сказать, что российское вторжение невозможно, но мне кажется это не самым вероятным... Путин в своей игре зашел слишком далеко, чтобы отступать, и потому военные действия в той или иной форме вероятны.","I don't want to say that a Russian invasion is impossible, but it seems to me not the most likely... Putin has gone too far in his game to retreat, and therefore military action in one form or another is likely.","Two experts offer opposing views: Chosovskiy argues full-scale invasion is unlikely due to high costs and unclear Russian objectives, while Ash contends Putin has escalated too far to back down and may resort to military action (likely limited strikes rather than full invasion) to avoid appearing defeated.",False,live,
171,2022-02-11,ecfr.eu,en,Peace of the action: The Kremlin's plans in Bosnia and Ukraine – European Council on Foreign Relations,https://ecfr.eu/article/peace-of-the-action-the-kremlins-plans-in-bosnia-and-ukraine,analysis,author,Mark Leonard (ECFR),European Council on Foreign Relations,0.65,0.7,full_scale,unspecified,,0.825,0.031,97,invasion,"An escalation of the war in Ukraine would be a disaster... Meanwhile, a bigger question will arise if Russian forces launch a major offensive against Ukraine: how much longer will Western democracies let Russia set the terms of European security...","An escalation of the war in Ukraine would be a disaster... Meanwhile, a bigger question will arise if Russian forces launch a major offensive against Ukraine: how much longer will Western democracies let Russia set the terms of European security...","ECFR analyst frames a Russian full-scale offensive against Ukraine as a plausible scenario ('if Russian forces launch a major offensive'), treating it as a contingency that would reshape European security architecture, while emphasizing Russia's pattern of using coercion and international law violations to extract concessions.",False,live,
172,2022-02-12,economist.com,en,"Diplomacy has created an opening for detente in Ukraine, but beware a trap",https://economist.com/leaders/2022/02/12/diplomacy-has-created-an-opening-for-detente-in-ukraine-but-beware-a-trap,opinion,author,The Economist (editorial),The Economist,-0.3,0.4,unclear,unspecified,,0.35,0.423,58,no_invasion,"NOTHING CONCENTRATES minds like 130,000 troops poised to invade... the Russian forces converging on Ukraine have caused a spasm of diplomacy... Talks over Minsk are the best and safest way to find out.","NOTHING CONCENTRATES minds like 130,000 troops poised to invade... the Russian forces converging on Ukraine have caused a spasm of diplomacy... Talks over Minsk are the best and safest way to find out.","The Economist editorial argues that while 130,000 Russian troops threaten invasion, diplomatic talks over Minsk offer the best path to avoid war, though Putin's intentions remain uncertain and the West must not force a deal that destabilizes Ukraine.",True,wayback,20220212105211
173,2022-02-13,iz.ru,ru,Шум под водой: почему военные учения РФ вызывают споры о «вторжении» на Украину,https://iz.ru/1290880/anton-lavrov-andrei-fedorov-roman-kretcul/shum-pod-vodoi-pochemu-voennye-ucheniia-rf-vyzyvaiut-spory-o-vtorzhenii-na-ukrainu,news,mixed,"Multiple: Inessa Vetrenko, Dmitry Abzalov, Vladislav Shurygin, Western media reports","RANKhiGS, Center for Strategic Communications, military expert, Der Spiegel/Bloomberg/The Guardian",0.15,0.4,full_scale,"imminent (Der Spiegel: Feb 16, 2022)",,0.575,0.181,82,uncertain,"Der Spiegel: 'вторжение' России на Украину якобы может начаться уже в эту среду, 16 февраля. Bloomberg: российское нападение якобы начнется с воздушных бомбардировок и ракетных ударов.","Der Spiegel: Russia's 'invasion' of Ukraine allegedly could begin as early as this Wednesday, February 16. Bloomberg: Russian attack allegedly will begin with air bombardments and missile strikes.","Western media outlets (Der Spiegel, Bloomberg, The Guardian) predict imminent Russian full-scale invasion of Ukraine starting mid-February with air strikes and potential Kyiv encirclement, while Russian officials and experts characterize military exercises as defensive preparations and deny invasion plans.",False,live,
174,2022-02-14,spectator.co.uk,en,Putin may yet resist a full-on invasion,https://spectator.co.uk/article/putin-may-yet-resist-a-full-on-invasion,analysis,author,James Forsyth,The Spectator,-0.55,0.6,limited_donbas,unspecified,,0.225,0.601,40,no_invasion,One of the reasons to think Putin will not launch a full-on invasion of Ukraine is that it would prompt a unified western response; universal revulsion... there is still a sense in Whitehall that Russia will opt for something smaller-scale than that.,One of the reasons to think Putin will not launch a full-on invasion of Ukraine is that it would prompt a unified western response; universal revulsion... there is still a sense in Whitehall that Russia will opt for something smaller-scale than that.,"James Forsyth argues Putin will likely resist a full-scale invasion due to unified Western response and increased European defense spending, though he acknowledges uncertainty; Whitehall sources lean toward a smaller-scale operation instead.",True,wayback,20220214171909
175,2022-02-14,haaretz.com,en,Putin may still decide cost of Ukraine war is too high - U.S. News,https://haaretz.com/us-news/war-in-ukraine-putin-cost-is-high-russia-1.10608162,analysis,author,Haaretz analysis (author not named in excerpt),Haaretz,-0.3,0.6,unclear,unspecified,,0.35,0.423,58,no_invasion,"War in Ukraine, despite all that's happening on the ground, is not yet inevitable. Putin can still reach the conclusion that he has an option of getting at least some of what he wants through bullying and bluffing","War in Ukraine, despite all that's happening on the ground, is not yet inevitable. Putin can still reach the conclusion that he has an option of getting at least some of what he wants through bullying and bluffing","Haaretz analysis argues that despite massive military mobilization and evacuation of diplomats, war is 'not yet inevitable' because Putin may decide the cost is too high and opt for bullying/bluffing instead.",True,live,
176,2022-02-14,kyivpost.com,en,Putin's Gameplan: Occupying Europe Without Troops - KyivPost - Ukraine's Global Voice,https://kyivpost.com/article/opinion/op-ed/putins-gameplan-occupying-europe-without-troops.html,opinion,author,Diane Francis,Kyiv Post / Diane Francis Newsletter,-0.7,0.75,none,unspecified,,0.15,0.722,28,no_invasion,"My guess is he won't because he's reached most of his objectives without unleashing violence... Threatening, not invading itself, is dramatically more profitable which is why, logically and militarily, he won't.","My guess is he won't because he's reached most of his objectives without unleashing violence... Threatening, not invading itself, is dramatically more profitable which is why, logically and militarily, he won't.","Diane Francis argues Putin will NOT invade Ukraine because the threat alone serves his purposes better; he has already achieved his objectives and invasion would be economically ruinous and unpopular in Russia, though she acknowledges the global uncertainty and cites a retired Russian general warning of catastrophic consequences if invasion occurs.",False,live,
177,2022-02-14,politico.eu,en,On stage at the Kremlin: Putin and Lavrov's de-escalation dance – POLITICO,https://politico.eu/article/vladimir-putin-lavrov-kremlin-ukraine-diplomatic-dialogue-nato,news,mixed,"Putin, Lavrov, U.S. Pentagon officials",Kremlin; U.S. Department of Defense,0.15,0.5,unclear,imminent (days to weeks),,0.575,0.181,82,uncertain,"Russian President Vladimir Putin and his trusty foreign minister, Sergey Lavrov, on Monday signaled that there would be no imminent military strike on Ukraine and that they were prepared to continue diplomatic dialogue with the West.","Russian President Vladimir Putin and his trusty foreign minister, Sergey Lavrov, on Monday signaled that there would be no imminent military strike on Ukraine and that they were prepared to continue diplomatic dialogue with the West.","Russian officials (Putin, Lavrov) signal no imminent strike and readiness for diplomacy, while U.S. Pentagon maintains that invasion could happen 'any day' with 'little to no warning'; article presents choreographed de-escalation theater against backdrop of persistent U.S. warnings.",True,wayback,20220214195844
178,2022-02-14,interfax.com.ua,uk,Prystaiko's words that Ukraine allegedly ready to consider abandoning NATO membership in order to avoid war with Russia taken out of context,https://en.interfax.com.ua/news/general/798136.html,news,official_ukrainian,Oleh Nikolenko,Ukrainian Foreign Ministry,0.3,0.5,full_scale,unspecified,,0.65,0.122,88,invasion,"Of course, for the sake of peace and the preservation of the lives of our citizens, Ukraine is ready to enter into any format of dialogues with countries and international organizations... threats to Ukraine exist here and now, so finding an answer to the question of guarantees becomes a fundamental urgent task.","Of course, for the sake of peace and the preservation of the lives of our citizens, Ukraine is ready to enter into any format of dialogues with countries and international organizations... threats to Ukraine exist here and now, so finding an answer to the question of guarantees becomes a fundamental urgent task.","Ukrainian Foreign Ministry spokesman Nikolenko acknowledges threats exist and Ukraine seeks security guarantees, while clarifying that Ambassador Prystaiko's suggestion of abandoning NATO membership to avoid war was taken out of context; the framing implies war is a real concern but Ukraine is negotiating.",True,live,
179,2022-02-14,theguardian.com,en,The west's focus on imminent invasion in Ukraine may backfire – and bolster Putin | Keir Giles,https://theguardian.com/commentisfree/2022/feb/14/the-west-invasion-ukraine-putin-russia,opinion,author,Keir Giles,Chatham House,0.3,0.6,full_scale,"imminent (days/weeks, per US warnings)",,0.65,0.122,88,invasion,"Warnings from the US that Russian troops are poised to strike at Ukraine are growing more urgent and strident. There can be little doubt of the US's conviction that Ukraine is at imminent risk... But the emphasis on near-inevitable war... is also closing down options for the US and its allies, while opening them up for Russia.","Warnings from the US that Russian troops are poised to strike at Ukraine are growing more urgent and strident. There can be little doubt of the US's conviction that Ukraine is at imminent risk... But the emphasis on near-inevitable war... is also closing down options for the US and its allies, while opening them up for Russia.","Keir Giles (Chatham House) acknowledges strong US conviction that invasion is imminent and near-inevitable, but argues this framing may backfire by allowing Putin a diplomatic victory if he chooses not to attack or delays; he suggests Russia retains strategic initiative and the West has weakened its own deterrent posture.",True,live,
180,2022-02-14,warontherocks.com,en,what would russias break with the west mean for nuclear arms control,https://warontherocks.com/2022/02/what-would-russias-break-with-the-west-mean-for-nuclear-arms-control,analysis,author,Hanna Notte and Sarah Bidgood,War on the Rocks,0.65,0.7,full_scale,unspecified,,0.825,0.031,97,invasion,The consequences of a Russian military escalation against Ukraine could well be catastrophic from an arms-control perspective... Should a Russian offensive in Ukraine materialize prior to the restoration of the Iranian nuclear deal...,The consequences of a Russian military escalation against Ukraine could well be catastrophic from an arms-control perspective... Should a Russian offensive in Ukraine materialize prior to the restoration of the Iranian nuclear deal...,"Notte and Bidgood (War on the Rocks) assess that Russian military escalation against Ukraine is a plausible scenario with significant consequences for nuclear arms control, treating it as a conditional but realistic possibility rather than speculation.",True,live,
181,2022-02-14,rusi.org,en,if war comes tomorrow how russia prepares possible armed aggression,https://rusi.org/explore-our-research/publications/whitehall-reports/if-war-comes-tomorrow-how-russia-prepares-possible-armed-aggression,analysis,author,Julian Cooper,University of Birmingham / SIPRI,0.3,0.6,unclear,unspecified,,0.65,0.122,88,invasion,"Russia's leadership should be prioritising an ability to respond rapidly and effectively to any possible armed attack, hoping to deter military action by the certainty of a rapid, concerted response","Russia's leadership should be prioritising an ability to respond rapidly and effectively to any possible armed attack, hoping to deter military action by the certainty of a rapid, concerted response","Julian Cooper analyzes Russia's economic mobilization system as preparation for possible war, suggesting deterrence through readiness rather than predicting imminent invasion.",True,live,
182,2022-02-15,atlanticcouncil.org,en,Russia may dodge sanctions by using Putin proxies to invade Ukraine,https://atlanticcouncil.org/blogs/ukrainealert/russia-may-dodge-sanctions-by-using-putin-proxies-to-invade-ukraine,opinion,author,"Pavlo Kukhta, Viktoria Podhorna, Mykyta Poturaev, Yehor Chernev","Ukrainian officials (former Minister of Economy, MPs)",0.75,0.8,limited_donbas,unspecified,,0.35,0.423,58,no_invasion,"While the world watches the Ukrainian border and waits for the terrible spectacle of a full-scale Russian invasion, it is entirely possible that Putin will instead opt for more of the same hybrid tactics that have already served him so well in Ukraine.","While the world watches the Ukrainian border and waits for the terrible spectacle of a full-scale Russian invasion, it is entirely possible that Putin will instead opt for more of the same hybrid tactics that have already served him so well in Ukraine.","Ukrainian officials argue that while Western intelligence assesses Russia has positioned for full-scale invasion, Putin will likely pursue hybrid warfare through proxies in eastern Ukraine to evade sanctions, though the outcome would be equally devastating.",True,live,
183,2022-02-15,nytimes.com,en,"On Ukraine, U.S. and Russia Wage Signaling War to Avert Actual War",https://nytimes.com/2022/02/15/world/europe/putin-biden-signals-interpreter.html,analysis,author,Steven Erlanger (implied; The Interpreter column),New York Times,0.3,0.4,unclear,weeks,,0.65,0.122,88,invasion,"Of course, if war were really so advantageous, it could have already begun, one of many hints that Mr. Putin may be partly bluffing, although by how much is impossible to say.","Of course, if war were really so advantageous, it could have already begun, one of many hints that Mr. Putin may be partly bluffing, although by how much is impossible to say.","The New York Times analysis suggests Putin may be partly bluffing about invasion, but acknowledges high miscalculation risk and notes the White House has stated invasion could be imminent; overall tone is cautiously uncertain with emphasis on signaling dynamics rather than confident prediction.",True,wayback,20220215191005
184,2022-02-15,france24.com,en,Russie-Ukraine : la drôle de non-guerre de Volodymyr Zelensky,https://france24.com/fr/europe/20220215-russie-ukraine-la-dr%C3%B4le-de-non-guerre-de-volodymyr-zelensky,analysis,author,France 24 editorial (with expert commentary),France 24,0.3,0.4,unclear,imminent (Feb 16 mentioned); unspecified beyond,,0.65,0.122,88,invasion,On nous dit que l'invasion russe va commencer mercredi 16 février... Washington a indiqué détenir des informations suggérant que Moscou risque fort de déclarer la guerre.,"We are told that the Russian invasion will begin on Wednesday, February 16... Washington indicated it has information suggesting that Moscow risks declaring war.","France 24 analysis reports Western warnings of imminent Russian invasion (Feb 16) but emphasizes Zelensky's deliberate downplaying and ironic dismissal of alarmism, with experts explaining his political balancing act rather than assessing invasion likelihood directly.",True,wayback,20220215213721
185,2022-02-15,rferl.org,en,U.K. Ambassador To Ukraine Warns Cost Of Russian Invasion Will Be 'High' For Both Sides,https://rferl.org/a/ukraine-uk-ambassador-simmons-interview/31704442.html,interview,official_western,Melinda Simmons,UK Foreign Office (Ambassador to Ukraine),0.65,0.7,unclear,unspecified,,0.825,0.031,97,invasion,We all have to make clear to Russia that the cost of any kind of incursion into Ukraine would be as high for Russia as it would be for Ukraine. And it would be a high cost for Ukraine.,We all have to make clear to Russia that the cost of any kind of incursion into Ukraine would be as high for Russia as it would be for Ukraine. And it would be a high cost for Ukraine.,"UK Ambassador Simmons warns that Russia faces a 'high cost' if it invades Ukraine, implicitly treating invasion as a credible threat in a 'critical phase,' while Russia denies invasion plans.",True,live,
